=== QUERY: Football Rising Star ===
u9u13rZUMZw\tTRIK CURANG!! LANGSUNG DIREKTUR BAYERN MUNICH!! - FOOTBALL RISING STAR\tMA Ramadhan\thttps://www.youtube.com/watch?v=u9u13rZUMZw
sS5T8E43LQI\tFootball Rising Star - Gameplay Walkthrough (Android) Part 1\tKhalifa02dz\thttps://www.youtube.com/watch?v=sS5T8E43LQI
max8J9Geew4\tFootball Rising Star (Footy Star) - SC career, season 7. Playing for the Valladolid.\tAll about Football Management games\thttps://www.youtube.com/watch?v=max8J9Geew4
wHhlNKKzyEo\tFootball Rising Star (Footy Star) - coach career, season 17. Managing Hellas Verona.\tAll about Football Management games\thttps://www.youtube.com/watch?v=wHhlNKKzyEo
hclwbUmsET4\tFootball Rising Star (Footy Star) - Coach career, season 1. Managing Cultural Leonesa.\tAll about Football Management games\thttps://www.youtube.com/watch?v=hclwbUmsET4
QUfizSrXKaU\tFootball Rising Star (Footy Star) - coach career, season 18. Managing Hellas Verona.\tAll about Football Management games\thttps://www.youtube.com/watch?v=QUfizSrXKaU
hbrhYE-3BWY\tFootball Rising Star (Footy Star) - SC career, season 12. Playing for Borussia Dortmund.\tAll about Football Management games\thttps://www.youtube.com/watch?v=hbrhYE-3BWY
LbltgIFqAw8\tFootball Rising Star (Footy Star) - SC career, season 6. Playing for Leganes.\tAll about Football Management games\thttps://www.youtube.com/watch?v=LbltgIFqAw8
0Hk50dB_5-I\tFootball Rising Star (Footy Star) - coach career, season 30. Managing Tottenham Hotspur.\tAll about Football Management games\thttps://www.youtube.com/watch?v=0Hk50dB_5-I
yIExE92p-Uo\tFootball Rising Star (Footy Star) - coach career, season 12. Managing Chievo.\tAll about Football Management games\thttps://www.youtube.com/watch?v=yIExE92p-Uo
srPv_HJdXRM\tFootball Rising Star (Footy Star) - coach career, season 8. Managing Accrington Stanley and Leganes.\tAll about Football Management games\thttps://www.youtube.com/watch?v=srPv_HJdXRM
u34DHF0OW-w\tFootball Rising Star (Footy Star) - coach career, season 23. Managing Hellas Verona.\tAll about Football Management games\thttps://www.youtube.com/watch?v=u34DHF0OW-w
S7PZxhfE5pA\tFootball Rising Star (Footy Star) - Coach career, season 2. Managing Numancia and Livorno.\tAll about Football Management games\thttps://www.youtube.com/watch?v=S7PZxhfE5pA
xTdEUChA4CI\tFootball Rising Star (Footy Star) - SC career, season 11. Playing for the Borussia Dortmund.\tAll about Football Management games\thttps://www.youtube.com/watch?v=xTdEUChA4CI
fcnrwqLAnAg\tFootball Rising Star (Footy Star) - coach career, season 7. Managing Salford City/Accrington Stanley\tAll about Football Management games\thttps://www.youtube.com/watch?v=fcnrwqLAnAg
KuLz8ekciBY\tFootball Rising Star (Footy Star) - coach career, season 29. Managing Eintracht Frankfurt\tAll about Football Management games\thttps://www.youtube.com/watch?v=KuLz8ekciBY
UTpBYprcDgM\tFootball Rising Star (Footy Star) - SC career. Season 2. Playing for the US Boulogne.\tAll about Football Management games\thttps://www.youtube.com/watch?v=UTpBYprcDgM
jm8zfP8fCms\tFootball Rising Star (Footy Star) - coach career, season 13. Managing Hellas Verona.\tAll about Football Management games\thttps://www.youtube.com/watch?v=jm8zfP8fCms
dNzKZ7vk2bA\tFooty Star - coach career, season 27. Managing Hellas Verona.\tAll about Football Management games\thttps://www.youtube.com/watch?v=dNzKZ7vk2bA
=== QUERY: 足球巨星崛起 对战 ===
iZwPKHBiPes\tJapHK LIVE! 新APP試玩 「足球 : 巨星崛起 ! 」  20210927\tJapHK LIVE 旅遊娛樂遊戲生活\thttps://www.youtube.com/watch?v=iZwPKHBiPes
g87MAQ6ZtIs\t🌟 巴西新一代足球巨星降臨! Vinicius Junior 在皇馬的不可思議崛起之路 🇧🇷👑\t足壇名人堂 Football Hall of Fame\thttps://www.youtube.com/watch?v=g87MAQ6ZtIs
